patch_id,region,split,t1_path,t2_path,label_path,patch_size,n_bands,change_pixels,total_pixels,change_pct
western_ghats_test_00014,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00014_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00014_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00014_label.npy,256,12,1430,65536,2.18
western_ghats_test_00015,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00015_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00015_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00015_label.npy,256,12,1452,65536,2.22
western_ghats_test_00016,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00016_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00016_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00016_label.npy,256,12,712,65536,1.09
western_ghats_test_00017,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00017_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00017_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00017_label.npy,256,12,736,65536,1.12
western_ghats_test_00018,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00018_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00018_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00018_label.npy,256,12,870,65536,1.33
western_ghats_test_00019,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00019_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00019_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00019_label.npy,256,12,1433,65536,2.19
western_ghats_test_00020,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00020_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00020_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00020_label.npy,256,12,2147,65536,3.28
western_ghats_test_00021,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00021_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00021_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00021_label.npy,256,12,24206,65536,36.94
western_ghats_test_00022,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00022_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00022_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00022_label.npy,256,12,325,65536,0.5
western_ghats_test_00023,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00023_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00023_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00023_label.npy,256,12,1463,65536,2.23
western_ghats_test_00024,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00024_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00024_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00024_label.npy,256,12,422,65536,0.64
western_ghats_test_00025,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00025_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00025_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00025_label.npy,256,12,7855,65536,11.99
western_ghats_test_00026,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00026_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00026_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00026_label.npy,256,12,844,65536,1.29
western_ghats_test_00027,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00027_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00027_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00027_label.npy,256,12,1082,65536,1.65
western_ghats_test_00028,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00028_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00028_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00028_label.npy,256,12,1595,65536,2.43
western_ghats_test_00029,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00029_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00029_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00029_label.npy,256,12,109,65536,0.17
western_ghats_test_00030,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00030_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00030_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00030_label.npy,256,12,72,65536,0.11
western_ghats_test_00031,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00031_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00031_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00031_label.npy,256,12,92,65536,0.14
western_ghats_test_00032,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00032_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00032_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00032_label.npy,256,12,37,65536,0.06
western_ghats_test_00033,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00033_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00033_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00033_label.npy,256,12,1508,65536,2.3
western_ghats_test_00034,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00034_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00034_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00034_label.npy,256,12,168,65536,0.26
western_ghats_test_00035,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00035_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00035_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00035_label.npy,256,12,392,65536,0.6
western_ghats_test_00036,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00036_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00036_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00036_label.npy,256,12,2757,65536,4.21
western_ghats_test_00037,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00037_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00037_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00037_label.npy,256,12,2363,65536,3.61
western_ghats_test_00038,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00038_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00038_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00038_label.npy,256,12,1963,65536,3.0
western_ghats_test_00039,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00039_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00039_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00039_label.npy,256,12,668,65536,1.02
western_ghats_test_00040,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00040_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00040_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00040_label.npy,256,12,543,65536,0.83
western_ghats_test_00041,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00041_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00041_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00041_label.npy,256,12,417,65536,0.64
western_ghats_test_00042,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00042_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00042_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00042_label.npy,256,12,3578,65536,5.46
western_ghats_test_00043,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00043_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00043_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00043_label.npy,256,12,1725,65536,2.63
western_ghats_test_00044,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00044_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00044_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00044_label.npy,256,12,1344,65536,2.05
western_ghats_test_00045,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00045_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00045_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00045_label.npy,256,12,878,65536,1.34
western_ghats_test_00046,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00046_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00046_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00046_label.npy,256,12,171,65536,0.26
western_ghats_test_00047,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00047_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00047_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00047_label.npy,256,12,1224,65536,1.87
western_ghats_test_00048,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00048_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00048_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00048_label.npy,256,12,100,65536,0.15
western_ghats_test_00049,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00049_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00049_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00049_label.npy,256,12,1065,65536,1.63
western_ghats_test_00050,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00050_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00050_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00050_label.npy,256,12,4465,65536,6.81
western_ghats_test_00051,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00051_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00051_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00051_label.npy,256,12,1786,65536,2.73
western_ghats_test_00052,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00052_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00052_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00052_label.npy,256,12,1094,65536,1.67
western_ghats_test_00053,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00053_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00053_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00053_label.npy,256,12,1940,65536,2.96
western_ghats_test_00054,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00054_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00054_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00054_label.npy,256,12,1718,65536,2.62
western_ghats_test_00055,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00055_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00055_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00055_label.npy,256,12,1246,65536,1.9
western_ghats_test_00056,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00056_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00056_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00056_label.npy,256,12,2825,65536,4.31
western_ghats_test_00057,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00057_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00057_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00057_label.npy,256,12,981,65536,1.5
western_ghats_test_00058,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00058_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00058_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00058_label.npy,256,12,1340,65536,2.04
western_ghats_test_00059,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00059_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00059_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00059_label.npy,256,12,651,65536,0.99
western_ghats_test_00060,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00060_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00060_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00060_label.npy,256,12,1286,65536,1.96
western_ghats_test_00061,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00061_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00061_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00061_label.npy,256,12,775,65536,1.18
western_ghats_test_00062,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00062_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00062_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00062_label.npy,256,12,703,65536,1.07
western_ghats_test_00063,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00063_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00063_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00063_label.npy,256,12,5372,65536,8.2
western_ghats_test_00064,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00064_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00064_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00064_label.npy,256,12,166,65536,0.25
western_ghats_test_00065,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00065_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00065_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00065_label.npy,256,12,1131,65536,1.73
western_ghats_test_00066,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00066_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00066_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00066_label.npy,256,12,739,65536,1.13
western_ghats_test_00067,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00067_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00067_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00067_label.npy,256,12,1012,65536,1.54
western_ghats_test_00068,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00068_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00068_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00068_label.npy,256,12,3258,65536,4.97
western_ghats_test_00069,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00069_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00069_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00069_label.npy,256,12,1499,65536,2.29
western_ghats_test_00070,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00070_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00070_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00070_label.npy,256,12,1017,65536,1.55
western_ghats_test_00071,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00071_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00071_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00071_label.npy,256,12,251,65536,0.38
western_ghats_test_00072,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00072_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00072_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00072_label.npy,256,12,2314,65536,3.53
western_ghats_test_00073,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00073_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00073_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00073_label.npy,256,12,1145,65536,1.75
western_ghats_test_00074,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00074_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00074_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00074_label.npy,256,12,2657,65536,4.05
western_ghats_test_00075,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00075_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00075_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00075_label.npy,256,12,4767,65536,7.27
western_ghats_test_00076,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00076_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00076_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00076_label.npy,256,12,1507,65536,2.3
western_ghats_test_00077,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00077_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00077_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00077_label.npy,256,12,1339,65536,2.04
western_ghats_test_00078,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00078_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00078_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00078_label.npy,256,12,166,65536,0.25
western_ghats_test_00079,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00079_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00079_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00079_label.npy,256,12,19086,65536,29.12
western_ghats_test_00080,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00080_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00080_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00080_label.npy,256,12,1762,65536,2.69
western_ghats_test_00081,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00081_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00081_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00081_label.npy,256,12,948,65536,1.45
western_ghats_test_00082,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00082_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00082_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00082_label.npy,256,12,174,65536,0.27
western_ghats_test_00083,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00083_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00083_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00083_label.npy,256,12,950,65536,1.45
western_ghats_test_00084,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00084_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00084_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00084_label.npy,256,12,4007,65536,6.11
western_ghats_test_00085,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00085_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00085_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00085_label.npy,256,12,673,65536,1.03
western_ghats_test_00086,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00086_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00086_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00086_label.npy,256,12,77,65536,0.12
western_ghats_test_00087,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00087_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00087_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00087_label.npy,256,12,294,65536,0.45
western_ghats_test_00088,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00088_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00088_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00088_label.npy,256,12,1672,65536,2.55
western_ghats_test_00089,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00089_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00089_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00089_label.npy,256,12,4697,65536,7.17
western_ghats_test_00090,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00090_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00090_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00090_label.npy,256,12,2188,65536,3.34
western_ghats_test_00091,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00091_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00091_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00091_label.npy,256,12,1526,65536,2.33
western_ghats_test_00092,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00092_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00092_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00092_label.npy,256,12,554,65536,0.85
western_ghats_test_00093,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00093_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00093_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00093_label.npy,256,12,2429,65536,3.71
western_ghats_test_00094,western_ghats,test,data/processed/patches/western_ghats/test/western_ghats_test_00094_t1.npy,data/processed/patches/western_ghats/test/western_ghats_test_00094_t2.npy,data/processed/patches/western_ghats/test/western_ghats_test_00094_label.npy,256,12,931,65536,1.42
sundarbans_train_00000,sundarbans,train,data/processed/patches/sundarbans/train/sundarbans_train_00000_t1.npy,data/processed/patches/sundarbans/train/sundarbans_train_00000_t2.npy,data/processed/patches/sundarbans/train/sundarbans_train_00000_label.npy,256,12,561,65536,0.86
sundarbans_train_00001,sundarbans,train,data/processed/patches/sundarbans/train/sundarbans_train_00001_t1.npy,data/processed/patches/sundarbans/train/sundarbans_train_00001_t2.npy,data/processed/patches/sundarbans/train/sundarbans_train_00001_label.npy,256,12,559,65536,0.85
sundarbans_train_00002,sundarbans,train,data/processed/patches/sundarbans/train/sundarbans_train_00002_t1.npy,data/processed/patches/sundarbans/train/sundarbans_train_00002_t2.npy,data/processed/patches/sundarbans/train/sundarbans_train_00002_label.npy,256,12,14789,65536,22.57
sundarbans_train_00003,sundarbans,train,data/processed/patches/sundarbans/train/sundarbans_train_00003_t1.npy,data/processed/patches/sundarbans/train/sundarbans_train_00003_t2.npy,data/processed/patches/sundarbans/train/sundarbans_train_00003_label.npy,256,12,677,65536,1.03
sundarbans_train_00004,sundarbans,train,data/processed/patches/sundarbans/train/sundarbans_train_00004_t1.npy,data/processed/patches/sundarbans/train/sundarbans_train_00004_t2.npy,data/processed/patches/sundarbans/train/sundarbans_train_00004_label.npy,256,12,691,65536,1.05
sundarbans_train_00005,sundarbans,train,data/processed/patches/sundarbans/train/sundarbans_train_00005_t1.npy,data/processed/patches/sundarbans/train/sundarbans_train_00005_t2.npy,data/processed/patches/sundarbans/train/sundarbans_train_00005_label.npy,256,12,0,65536,0.0
sundarbans_train_00006,sundarbans,train,data/processed/patches/sundarbans/train/sundarbans_train_00006_t1.npy,data/processed/patches/sundarbans/train/sundarbans_train_00006_t2.npy,data/processed/patches/sundarbans/train/sundarbans_train_00006_label.npy,256,12,890,65536,1.36
sundarbans_train_00007,sundarbans,train,data/processed/patches/sundarbans/train/sundarbans_train_00007_t1.npy,data/processed/patches/sundarbans/train/sundarbans_train_00007_t2.npy,data/processed/patches/sundarbans/train/sundarbans_train_00007_label.npy,256,12,9285,65536,14.17
sundarbans_train_00008,sundarbans,train,data/processed/patches/sundarbans/train/sundarbans_train_00008_t1.npy,data/processed/patches/sundarbans/train/sundarbans_train_00008_t2.npy,data/processed/patches/sundarbans/train/sundarbans_train_00008_label.npy,256,12,0,65536,0.0
sundarbans_train_00009,sundarbans,train,data/processed/patches/sundarbans/train/sundarbans_train_00009_t1.npy,data/processed/patches/sundarbans/train/sundarbans_train_00009_t2.npy,data/processed/patches/sundarbans/train/sundarbans_train_00009_label.npy,256,12,192,65536,0.29
sundarbans_train_00010,sundarbans,train,data/processed/patches/sundarbans/train/sundarbans_train_00010_t1.npy,data/processed/patches/sundarbans/train/sundarbans_train_00010_t2.npy,data/processed/patches/sundarbans/train/sundarbans_train_00010_label.npy,256,12,7066,65536,10.78
sundarbans_train_00011,sundarbans,train,data/processed/patches/sundarbans/train/sundarbans_train_00011_t1.npy,data/processed/patches/sundarbans/train/sundarbans_train_00011_t2.npy,data/processed/patches/sundarbans/train/sundarbans_train_00011_label.npy,256,12,0,65536,0.0
sundarbans_train_00012,sundarbans,train,data/processed/patches/sundarbans/train/sundarbans_train_00012_t1.npy,data/processed/patches/sundarbans/train/sundarbans_train_00012_t2.npy,data/processed/patches/sundarbans/train/sundarbans_train_00012_label.npy,256,12,17895,65536,27.31
sundarbans_train_00013,sundarbans,train,data/processed/patches/sundarbans/train/sundarbans_train_00013_t1.npy,data/processed/patches/sundarbans/train/sundarbans_train_00013_t2.npy,data/processed/patches/sundarbans/train/sundarbans_train_00013_label.npy,256,12,41,65536,0.06
sundarbans_train_00014,sundarbans,train,data/processed/patches/sundarbans/train/sundarbans_train_00014_t1.npy,data/processed/patches/sundarbans/train/sundarbans_train_00014_t2.npy,data/processed/patches/sundarbans/train/sundarbans_train_00014_label.npy,256,12,1323,65536,2.02
sundarbans_train_00015,sundarbans,train,data/processed/patches/sundarbans/train/sundarbans_train_00015_t1.npy,data/processed/patches/sundarbans/train/sundarbans_train_00015_t2.npy,data/processed/patches/sundarbans/train/sundarbans_train_00015_label.npy,256,12,832,65536,1.27
sundarbans_train_00016,sundarbans,train,data/processed/patches/sundarbans/train/sundarbans_train_00016_t1.npy,data/processed/patches/sundarbans/train/sundarbans_train_00016_t2.npy,data/processed/patches/sundarbans/train/sundarbans_train_00016_label.npy,256,12,13021,65536,19.87
sundarbans_train_00017,sundarbans,train,data/processed/patches/sundarbans/train/sundarbans_train_00017_t1.npy,data/processed/patches/sundarbans/train/sundarbans_train_00017_t2.npy,data/processed/patches/sundarbans/train/sundarbans_train_00017_label.npy,256,12,642,65536,0.98
sundarbans_train_00018,sundarbans,train,data/processed/patches/sundarbans/train/sundarbans_train_00018_t1.npy,data/processed/patches/sundarbans/train/sundarbans_train_00018_t2.npy,data/processed/patches/sundarbans/train/sundarbans_train_00018_label.npy,256,12,10057,65536,15.35
sundarbans_train_00019,sundarbans,train,data/processed/patches/sundarbans/train/sundarbans_train_00019_t1.npy,data/processed/patches/sundarbans/train/sundarbans_train_00019_t2.npy,data/processed/patches/sundarbans/train/sundarbans_train_00019_label.npy,256,12,14847,65536,22.65
sundarbans_train_00020,sundarbans,train,data/processed/patches/sundarbans/train/sundarbans_train_00020_t1.npy,data/processed/patches/sundarbans/train/sundarbans_train_00020_t2.npy,data/processed/patches/sundarbans/train/sundarbans_train_00020_label.npy,256,12,11442,65536,17.46
sundarbans_train_00021,sundarbans,train,data/processed/patches/sundarbans/train/sundarbans_train_00021_t1.npy,data/processed/patches/sundarbans/train/sundarbans_train_00021_t2.npy,data/processed/patches/sundarbans/train/sundarbans_train_00021_label.npy,256,12,1874,65536,2.86
sundarbans_train_00022,sundarbans,train,data/processed/patches/sundarbans/train/sundarbans_train_00022_t1.npy,data/processed/patches/sundarbans/train/sundarbans_train_00022_t2.npy,data/processed/patches/sundarbans/train/sundarbans_train_00022_label.npy,256,12,9190,65536,14.02
sundarbans_train_00023,sundarbans,train,data/processed/patches/sundarbans/train/sundarbans_train_00023_t1.npy,data/processed/patches/sundarbans/train/sundarbans_train_00023_t2.npy,data/processed/patches/sundarbans/train/sundarbans_train_00023_label.npy,256,12,576,65536,0.88
sundarbans_train_00024,sundarbans,train,data/processed/patches/sundarbans/train/sundarbans_train_00024_t1.npy,data/processed/patches/sundarbans/train/sundarbans_train_00024_t2.npy,data/processed/patches/sundarbans/train/sundarbans_train_00024_label.npy,256,12,185,65536,0.28
